genres,id,original_title,release_date
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",2252,Eastern Promises,14/09/2007
"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}]",11968,Into the Blue,30/09/2005
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",10047,Joan of Arc,18/10/1999
"[{""id"": 35, ""name"": ""Comedy""}]",38319,Your Highness,8/04/2011
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",69668,Dream House,30/09/2011
"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",9770,Mad City,7/11/1997
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",11212,Baby's Day Out,1/07/1994
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",10533,The Scarlet Letter,13/10/1995
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",38363,Fair Game,20/05/2010
"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",9923,Domino,22/09/2005
"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",11863,Jade,13/10/1995
"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",18501,Gamer,3/09/2009
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",109491,Beautiful Creatures,13/02/2013
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",9275,Death to Smoochy,28/03/2002
"[{""id"": 35, ""name"": ""Comedy""}]",329833,Zoolander 2,6/02/2016
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",12634,The Big Bounce,30/01/2004
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}]",10416,What Planet Are You From?,3/03/2000
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",47327,Drive Angry,24/02/2011
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",15268,Street Fighter: The Legend of Chun-Li,27/02/2009
"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",10796,The One,2/11/2001
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",9548,The Adventures of Ford Fairlane,11/07/1990
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",18947,The Boat That Rocked,1/04/2009
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",1900,Traffic,27/12/2000
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",89,Indiana Jones and the Last Crusade,24/05/1989
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",96724,Anna Karenina,6/09/2012
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",198184,Chappie,4/03/2015
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",9481,The Bone Collector,4/11/1999
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",4547,Panic Room,29/03/2002
"[{""id"": 27, ""name"": ""Horror""}]",53953,The Tooth Fairy,8/08/2006
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",6415,Three Kings,27/09/1999
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",181283,Child 44,15/03/2015
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",9896,Rat Race,30/07/2001
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",167,K-PAX,22/10/2001
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}]",11232,Kate & Leopold,25/12/2001
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1636,Bedazzled,19/10/2000
"[{""id"": 10402, ""name"": ""Music""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]",2148,The Cotton Club,14/12/1984
"[{""id"": 37, ""name"": ""Western""}]",5176,3:10 to Yuma,6/09/2007
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}]",260346,Taken 3,16/12/2014
"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",1389,Out of Sight,26/06/1998
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",9894,The Cable Guy,10/06/1996
"[{""id"": 18, ""name"": ""Drama""}]",7504,1947: Earth,16/09/1998
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",8592,Dick Tracy,15/06/1990
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]",913,The Thomas Crown Affair,6/08/1999
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",11091,Riding in Cars with Boys,19/10/2001
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",1368,First Blood,22/10/1982
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 9648, ""name"": ""Mystery""}]",593,Солярис,20/03/1972
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",5393,Happily N'Ever After,14/09/2006
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",9095,Mary Reilly,23/02/1996
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",8874,My Best Friend's Wedding,19/06/1997
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",11467,America's Sweethearts,17/07/2001
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",320,Insomnia,24/05/2002
"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",199,Star Trek: First Contact,21/11/1996
"[{""id"": 28, ""name"": ""Action""}, {""id"": 37, ""name"": ""Western""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 53, ""name"": ""Thriller""}]",20533,Jonah Hex,18/06/2010
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10752, ""name"": ""War""}]",10684,Courage Under Fire,4/07/1996
"[{""id"": 35, ""name"": ""Comedy""}]",1624,Liar Liar,21/03/1997
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",325789,The Infiltrator,13/07/2016
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",113464,Inchon,4/05/1981
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",888,The Flintstones,26/05/1994
"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",82675,Taken 2,27/09/2012
"[{""id"": 35, ""name"": ""Comedy""}]",4256,Scary Movie 3,24/10/2003
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}]",1493,Miss Congeniality,14/12/2000
"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",88751,Journey to the Center of the Earth,10/07/2008
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",11130,The Princess Diaries 2: Royal Engagement,6/08/2004
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",9944,The Pelican Brief,16/12/1993
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",10731,The Client,20/07/1994
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",7350,The Bucket List,25/12/2007
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",9869,Patriot Games,4/06/1992
"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",4379,Monster-in-Law,13/05/2005
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",146233,Prisoners,18/09/2013
"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2034,Training Day,5/10/2001
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",926,Galaxy Quest,23/12/1999
"[{""id"": 35, ""name"": ""Comedy""}]",4248,Scary Movie 2,4/07/2001
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}]",64328,The Muppets,22/11/2011
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}]",36647,Blade,21/08/1998
"[{""id"": 18, ""name"": ""Drama""}]",7214,Coach Carter,14/01/2005
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",1537,Changing Lanes,7/04/2002
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",9360,Anaconda,11/04/1997
"[{""id"": 35, ""name"": ""Comedy""}]",6282,Coyote Ugly,30/07/2000
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",508,Love Actually,7/09/2003
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",9487,A Bug's Life,25/11/1998
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",768,From Hell,19/10/2001
"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",2636,The Specialist,7/10/1994
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",10478,Tin Cup,16/08/1996
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",27983,"Yours, Mine and Ours",24/04/1968
"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",9981,Kicking & Screaming,13/05/2005
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",7453,The Hitchhiker's Guide to the Galaxy,15/01/2005
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",15045,Fat Albert,12/12/2004
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",7737,Resident Evil: Extinction,20/09/2007
"[{""id"": 35, ""name"": ""Comedy""}]",232672,Blended,21/05/2014
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",17379,Last Holiday,13/01/2006
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",8987,The River Wild,30/09/1994
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",11359,The Indian in the Cupboard,14/07/1995
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",82525,Savages,6/07/2012
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",9759,Cellular,6/09/2004
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",9486,Johnny English,6/04/2003
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",9906,The Ant Bully,27/07/2006
"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",841,Dune,14/12/1984
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",4688,Across the Universe,14/09/2007
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",4148,Revolutionary Road,19/12/2008
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2207,16 Blocks,1/03/2006
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",9381,Babylon A.D.,20/08/2008
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",9625,The Glimmer Man,4/10/1996
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",9304,Multiplicity,19/07/1996
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",20856,Aliens in the Attic,31/07/2009
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",5955,The Pledge,9/01/2001
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",9899,The Producers,25/12/2005
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",9826,The Phantom,6/06/1996
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 37, ""name"": ""Western""}]",21355,All the Pretty Horses,11/12/2000
"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}]",10858,Nixon,22/12/1995
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",11439,The Ghost Writer,12/02/2010
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",9457,Deep Rising,30/01/1998
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",12412,Miracle at St. Anna,15/09/2008
"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]",1494,滿城盡帶黃金甲,21/12/2006
"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",13184,Bangkok Dangerous,21/08/2008
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",2185,Big Trouble,5/04/2002
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",6639,Love in the Time of Cholera,4/10/2007
"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",38153,Shadow Conspiracy,31/01/1997
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",58233,Johnny English Reborn,15/09/2011
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",116977,Foodfight!,15/06/2012
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",68734,Argo,11/10/2012
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",5503,The Fugitive,6/08/1993
"[{""id"": 28, ""name"": ""Action""}]",27573,The Bounty Hunter,16/03/2010
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",819,Sleepers,18/10/1996
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",1369,Rambo: First Blood Part II,21/05/1985
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",9623,The Juror,2/02/1996
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",10895,Pinocchio,23/02/1940
"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 37, ""name"": ""Western""}]",10935,Heaven's Gate,19/11/1980
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",834,Underworld: Evolution,12/01/2006
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",228066,Victor Frankenstein,10/11/2015
"[{""id"": 18, ""name"": ""Drama""}]",711,Finding Forrester,21/12/2000
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",10468,28 Days,6/04/2000
"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",10027,Unleashed,2/02/2005
"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",11812,The Sweetest Thing,12/04/2002
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",37233,The Firm,30/06/1993
"[{""id"": 18, ""name"": ""Drama""}]",37950,Charlie St. Cloud,1/05/2010
"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",27582,The Mechanic,13/01/2011
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",64688,21 Jump Street,12/03/2012
"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",509,Notting Hill,13/05/1999
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",7443,Chicken Run,21/06/2000
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",5966,Along Came Polly,16/01/2004
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",11066,Boomerang,30/06/1992
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",136795,The Heat,27/06/2013
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",8095,Cleopatra,12/06/1963
"[{""id"": 35, ""name"": ""Comedy""}]",87826,Here Comes the Boom,11/10/2012
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",11560,High Crimes,3/04/2002
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",25189,The Mirror Has Two Faces,15/11/1996
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",2637,The Mothman Prophecies,25/01/2002
"[{""id"": 35, ""name"": ""Comedy""}]",18480,Brüno,8/07/2009
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",709,Licence to Kill,7/07/1989
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",49730,Red Riding Hood,11/03/2011
"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2749,15 Minutes,1/03/2001
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",9607,Super Mario Bros.,28/05/1993
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1830,Lord of War,16/09/2005
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}]",79,英雄,19/12/2002
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",54054,One for the Money,26/01/2012
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",228967,The Interview,25/12/2014
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 37, ""name"": ""Western""}, {""id"": 53, ""name"": ""Thriller""}]",46528,The Warrior's Way,2/12/2010
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",27936,Micmacs à tire-larigot,28/10/2009
"[{""id"": 18, ""name"": ""Drama""}]",65,8 Mile,8/11/2002
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Animation""}]",280391,Pourquoi j'ai pas mangé mon père,8/04/2015
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 28, ""name"": ""Action""}]",9476,A Knight's Tale,11/05/2001
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",10610,The Medallion,15/08/2003
"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",745,The Sixth Sense,6/08/1999
"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",49527,Man on a Ledge,13/01/2012
"[{""id"": 35, ""name"": ""Comedy""}]",73937,The Big Year,13/10/2011
